,id,tweet,username,photos,video,name,date,nlikes,nreplies,nretweets
9662,1604415434815864832,Final Piala Dunia 2022: Prediksi Formasi dan Susunan Pemain Argentina Vs Prancis  https://t.co/iRejJ7lC9o,VIVAbola,[],0,VIVAbola,2022-12-18 16:57:02,0,0,1
9663,1604415318960394240,Final fifa piala dunia qatar 2022  #ArgentinaVsFrance  https://t.co/rMB4huWN4Q,santosowahyus27,['https://pbs.twimg.com/media/FkQHOtmUcAA3vco.jpg'],1,syaba_baba,2022-12-18 16:56:35,0,0,0
9664,1604415217026314240,Kehangatan perlawanan akhir Piala Dunia Qatar 2022 hari ini semakin terasa apabila hanya tinggal beberapa jam menjelang sepak mula acara itu pada 11 malam nanti.  #GetaranMY | #Semasa    https://t.co/wKPY2qyj43,getaranmy,[],0,Getaran,2022-12-18 16:56:10,1,0,0
9665,1604415150672740352,Malam ini perlawanan akhir Piala Dunia Qatar 2022 antara Perancis menentang Argentina. Kedua-dua pasukan mempunyai kekuatan tersendiri. Jemput kepada yang berdekatan.   Ayuhak keseberataan...  https://t.co/ND1YFzAU6Q,RazmanZakaria60,['https://pbs.twimg.com/media/FkQHE5rVUAAOEdp.jpg'],1,Razman Zakaria,2022-12-18 16:55:55,26,12,3
9666,1604415125699497985,"SITUS SLOT &amp; BOLA TERPERCAYA DI APOLO4D PERTANDINGAN FINAL PIALA DUNIA QATAR 2022  MINGGU , 18 DESEMBER 2022 ARGENTINA VS FRANCE PUKUL 22:00 WIB  Daftar Sekarang:  https://t.co/KpdMi0na09 WA : +855 96 211 4538  https://t.co/ZcThObhylf  https://t.co/zXRzSdPMMS",Apolo4DD,['https://pbs.twimg.com/media/FkQHC5kUcAEyZAD.jpg'],1,Apolo4D,2022-12-18 16:55:49,0,0,0
9667,1604414827962585088,Apakah Karim Benzema akan datang ke Qatar piala dunia 2022 kita tunggu nanti malam kita juga kasihan lihat timnas Prancis nggak bakal fokus bahasa Benzema terus,narendrahabil,[],0,narendra habil,2022-12-18 16:54:38,0,0,0
9668,1604414767539834882,"Messi vs Jerman, Final Piala Dunia 2014 Kejadian mirip Gol Ketiga Argentina ke gawang Kroasia.  2014: Messi ditempel Hummels, passing Messi kena block Schweinsteiger 2022: Messi ditempel Gvardiol, assist Messi mulus mendarat di kaki Julian Alvarez  https://t.co/36kJmTi4vn",SiaranBolaLive,[],1,Siaran Bola Live,2022-12-18 16:54:23,82,12,8
9669,1604414690612084736,"Kroasia Finis Urutan Ketiga di Piala Dunia 2022, Luka Modric Masih Ingin Main di UEFA Nations League 2023  https://t.co/fH1KQpLaR5 #TempoBola",tempodotco,[],0,tempo.co,2022-12-18 16:54:05,1,0,0
9670,1604414640670199808,#news #berita #fakta #indonesia #viral #beritaterkini 8 stadion mewah dan canggih Piala Dunia Qatar 2022  https://t.co/O8Unnke3HO,harus_kamutahu,[],0,Harus kamu tahu,2022-12-18 16:53:53,0,0,0
9671,1604414470859935744,"Ikut pandangan korang, siapa lebih memberi kesan di atas padang dalam Piala Dunia 2022?  Messi untuk Argentina atau Griezmann untuk Perancis? Reply sini, kita discuss later dalam pra perlawanan 90 MINIT!  #Qatar2022  #PialaDunia2022   @ASTROARENA  @akaljenuhpod  @keeshmatstats  https://t.co/e79t1RgZcp",nafisnba,"['https://pbs.twimg.com/media/FkQGdK7acAArzob.jpg', 'https://pbs.twimg.com/media/FkQGdK4aYAAVPHQ.jpg']",1,nafis.abdullah,2022-12-18 16:53:13,65,12,22
9672,1604414401833885696,Final Piala Dunia Qatar 2022.     Final FIFA World Cup Qatar 2022     @brfootball @fifamedia @FIFAcom @roadto2022en @FIFAWorldCup      #FIFA #Qatar2022 #WorldCupQatar2022 #FIFAWorldCup #WorldCupFinal  https://t.co/G4Wyw5J2Wr,SenjaSorre,['https://pbs.twimg.com/media/FkQGZBEVEAEf9Ej.jpg'],1,Senja Sore,2022-12-18 16:52:56,0,0,0
9673,1604414363028201473,@realmeindonesia Ferancis jgn diragukan lgi karna memang jago dlm bermain sepak bolaa ya pasti ferancis pemenang piala dunia 2022 #realmeRameinPestaBola,Adah751008583,[],0,ini aku ya,2022-12-18 16:52:47,0,0,0
9674,1604414079774474244,BNNP Babel mendukung Prancis dalam Piala Dunia Qatar 2022  https://t.co/LUa8pkbxf9,infobnnp_babel,[],1,BNN PROVINSI KEP. BABEL,2022-12-18 16:51:39,1,0,0
9675,1604414070341238784,Giroud Diragukan Main di Final Piala Dunia 2022 – detikSport – Google Berita Olahraga –  https://t.co/DKK4FxH4RU – #Arenanews #Kamidi #Opsiminfo- https://t.co/OjpmTHQIkD,Arenanews1,[],0,Arenanews,2022-12-18 16:51:37,0,0,0
9676,1604413741629865984,Malam ini pukul 22.00 WIB laga Final Piala Dunia 2022 antara Argentina vs Prancis.  Share dong tempat favorit kalian untuk nobar 😎🤞  Kami bantu RT untuk referensi nobar kalian 😉  https://t.co/qWqMMKtHLI,RadioElshinta,['https://pbs.twimg.com/media/FkQFyB2aAAEwqgr.jpg'],1,Radio Elshinta,2022-12-18 16:50:19,4,6,2
9677,1604413741553946625,"Link Nonton Live Streaming Argentina vs Prancis Final Piala Dunia 2022 di Qatar, Mampukah Messi Angkat Trofi  https://t.co/G6WKLomwAs",ComMetrosulteng,[],0,Metrosulteng.com,2022-12-18 16:50:19,0,0,0
9678,1604413662013186048,Profil Tim dan Daftar Pemain Timnas Argentina di Piala Dunia 2022  https://t.co/ghu395nrKd,Bolanet,[],0,Bola,2022-12-18 16:50:00,1,0,0
9679,1604413614940528640,Ego diatas rasa kemanusian! Mendengar kabar tersebut Kepala Eksekutif Piala Dunia 2022 Qatar Nasser Al Khater memberikan tanggapan.,voidotid,[],0,Voidotid,2022-12-18 16:49:49,0,1,0
9680,1604413598951886849,Namun apakah kalian menyadari pembangunan infrastruktur untuk Piala Dunia 2022 ini dibangun dengan keringat dan nyawa para buruh imigran yang bahkan kematiannya disangkal oleh otoritas pemerintah Qatar?,voidotid,[],0,Voidotid,2022-12-18 16:49:45,0,1,0
9681,1604413595516686336,"Sebuah Utas :  Gegap gempita perhelatan Piala Dunia 2022 di Qatar akan segera berakhir, kita sebagai pecinta sepak bola disajikan pertandingan yang sangat menghibur dalam piala dunia kali ini.  https://t.co/r1VSSyDa0T",voidotid,['https://pbs.twimg.com/media/FkQE4qNVsAAOWp_.jpg'],1,Voidotid,2022-12-18 16:49:44,17,1,7
9682,1604413440461774850,"ARGENTINA VS PRANCIS Siapapun yang menjadi pemenang di piala dunia 2022 ini, Main slot onlinenya tetap saja di TARUHAN77  yuk, Daftarkan diri kamu sekarang juga &amp; dapatkan bonus menarik dari kami!  #pialadunia2022 #finalpialadunia2022 #agrentinavsfrance #finalpialadunia  https://t.co/kvMZwubPjc",NadyaChristine7,['https://pbs.twimg.com/media/FkQFelXVUAEhIPB.jpg'],1,alibabaslot,2022-12-18 16:49:07,0,0,0
9683,1604413419121045507,"Prediksi Skor Argentina Vs Prancis, Susunan Pemain, Siapa Juara Piala Dunia 2022?   https://t.co/q2WYRgtuOg",AndhikaAWening,[],0,Andhika Wening,2022-12-18 16:49:02,1,0,0
9684,1604413168276869120,3 Jurus Argentina Bungkam Prancis di Final Piala Dunia 2022  https://t.co/3lGz3yKrlI #Prancis #Argentina #LionelMessi #PialaDunia,wahananewsdotco,[],0,Wahana News Official,2022-12-18 16:48:02,0,0,2
9685,1604412862092304384,"Malem ini bakal jadi final Piala Dunia ke-6 yang gue tonton sepanjang hidup, gak berasa dari 2002, 2006, 2010, 2014, 2018, dan sekarang 2022. Siapapun juaranya gue mau final malem ini banyak gol kaya 4 tahun yang lalu hahaha.   #FIFAWorldCup  #ARG vs #FRA",Aldiiirga,[],0,A̶L̶ ̶D̶i̶r̶g̶a̶ ̶P̶r̶a̶t̶a̶m̶a̶,2022-12-18 16:46:49,1,1,0
9686,1604412793972609024,@Dennysiregar7 @Putra_Sangihe M    vs      M ss    vs     pp  M ss    yg cium piala dunia thn 2022,41c3d246da2a4df,[],0,agoesplaurent,2022-12-18 16:46:33,0,1,0
9687,1604412706047414272,Kritikan Terjawab! Lionel Scaloni Berharap Argentina Juara Piala Dunia 2022  https://t.co/dSQBXK1ve8,fokusrembangcom,[],0,Fokus Rembang,2022-12-18 16:46:12,0,0,0
9688,1604412699135328256,Herman Kardiansyah pria asal Dompu dipanah orang tak dikenal ketika sedang menonton Piala Dunia 2022. Panah tersebut melupaki pipi hingga menembus rahang.   https://t.co/G8r2ENtKZ1,detikcom,[],0,detikcom,2022-12-18 16:46:10,6,1,0
9689,1604412694337314816,Cocoklogi Netizen Argentina Juara Piala Dunia 2022  https://t.co/e5iJZNVFxm,newscast_id,[],0,Newscast Indonesia,2022-12-18 16:46:09,0,0,0
9690,1604412664578314240,Prediksi Skor dan Line Up Argentina Vs Perancis di Final Piala Dunia 2022  https://t.co/QlaqTudJFM,KompasBola,[],0,KompasBola,2022-12-18 16:46:02,0,0,0
9691,1604412606172737536,Pretend to be “remaja ceria” Jadi kalian jagoin siapa di final PilDun? France 🙌🏼  #PialaDunia2022  #ArgentinaVsFrance  https://t.co/9EDWn6tmTq,NC_Sanaa,['https://pbs.twimg.com/media/FkQEwO5VEAAjmw_.jpg'],1,NC,2022-12-18 16:45:48,0,1,0
9692,1604412427944460288,Argentina vs Prancis - Roberto Carlos Sebut Mbappe Striker Terbaik di Piala Dunia 2022  https://t.co/fvH1HWGwtF via @tribunnews,tribunnews,[],0,Tribunnews.com,2022-12-18 16:45:06,1,0,0
